road,red_time,green_time,amber_time,red_amber_time
Road_Junction_0_0_Junction_1_0,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_0_0_Junction_0_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_0_1_Junction_1_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_0_1_Junction_0_0,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_0_1_Junction_0_2,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_0_2_Junction_1_2,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_0_2_Junction_0_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_1_0_Junction_0_0,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_1_0_Junction_2_0,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_1_0_Junction_1_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_1_1_Junction_0_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_1_1_Junction_2_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_1_1_Junction_1_0,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_1_1_Junction_1_2,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_1_2_Junction_0_2,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_1_2_Junction_2_2,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_1_2_Junction_1_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_2_0_Junction_1_0,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_2_0_Junction_2_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_2_1_Junction_1_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_2_1_Junction_2_0,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_2_1_Junction_2_2,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_2_2_Junction_1_2,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_2_2_Junction_2_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_In_Junction_0_0_Junction_0_0,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_In_Junction_0_1_Junction_0_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_In_Junction_0_2_Junction_0_2,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_2_0_Out_Junction_2_0,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_2_1_Out_Junction_2_1,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
Road_Junction_2_2_Out_Junction_2_2,15.900230141957053,31.35779134759877,3.4520102569746625,3.0330111082918396
